adjective noun attribute
mild fever intensity
critical mass intensity
powerful bomb function
cold beer temperature
cordial greeting emotion
extinct volcano function
narrow line dimension
pleasant scene evaluation
far country location
unpopular war social
fast car speed
deep breath intensity
worthwhile book evaluation
coarse meal texture
comprehensive coverage completeness
soft job manner
big city dimension
extraordinary achievement intensity
powerful drug function
varicose vein health
fractional share completeness
true story quality
perfect specimen quality
faithful service character
hot topic emotion
big group quantity
beautiful painting evaluation
standard size relation
near neighbor location
generous portion quantity
massive sculpture dimension
transient beauty duration
total disaster intensity
fundamental error importance
big hole dimension
benign influence evaluation
independent judgment social
scanty harvest quantity
happy day emotion
low sun dimension
big continent dimension
tasty morsel taste
innovative work manner
huge wave dimension
jumbo jet dimension
jumbo shrimp dimension
ominous silence evaluation
big day importance
low hill dimension
clear indication certainty
extraordinary capacity intensity
thin soup consistency
dissimilar people relation
dire emergency intensity
intelligent question intelligence
deep emotion intensity
sufficient food quantity
sociable occasion manner
complex set difficulty
different part relation
right hand location
casual correspondence continuity
ultimate goal intensity
innermost feeling manner
intelligent life intelligence
young people age
unpolluted stream composition
happy smile emotion
cold finger temperature
nice face evaluation
same day relation
nice day evaluation
fast pace speed
bad shape manner
dependent child social
extraordinary authority intensity
rough life manner
longstanding conflict duration
permanent address duration
meritorious conduct evaluation
thin air consistency
honorable service manner
placid temperament character
clever man intelligence
white dress color
low reservoir intensity
deep soil dimension
painful process manner
indulgent parent character
heavy metal weight
effective step function
simple design manner
clean dish state
unswerving devotion stability
cozy nook manner
easy answer difficulty
extraordinary popularity intensity
usual bedtime relation
short life duration
lazy river speed
credible information certainty
fair means manner
heroic attack manner
straight hair shape
short passage dimension
monumental contribution importance
red sweater color
low cloud dimension
recent addition time
foreign accent relation
fundamental change importance
right road quality
light material weight
slow step speed
little man constitution
straight line shape
regular duty continuity
intense pain intensity
light machine weight
original mind manner
available information relation
extreme danger intensity
critical illness intensity
happy marriage emotion
ample food quantity
vibrant group manner
right thing quality
conventional behavior social
noble spirit manner
lifeless body state
sultry summer climate
similar food relation
exaggerated opinion manner
cold wind temperature
worthy cause evaluation
fearless reporter character
plentiful food quantity
inadmissible evidence validity
solid block texture
flat cut dimension
dry climate climate
improper medication quality
benign smile evaluation
active volcano function
individual way relation
complete meal completeness
critical element importance
red blouse color
different side relation
bad choice evaluation
great multitude intensity
inconclusive evidence certainty
nice fellow evaluation
perfect day quality
cheery hello emotion
bright sun light
barren woman health
continuous line continuity
ultimate destiny intensity
big mouth dimension
deep sleep intensity
longtime dream duration
nice gesture evaluation
wrong medicine quality
swarthy face appearance
original approach manner
tough job manner
clear complexion appearance
short month duration
bright room light
crooked thing shape
evil purpose evaluation
longstanding claim duration
wet weather climate
light structure weight
dark glass light
longstanding reputation duration
sound thrashing intensity
massive increase intensity
sacred mosque social
right decision quality
individual page relation
heavy structure weight
pleasant evening evaluation
tall people dimension
desperate illness intensity
voluminous skirt dimension
twisty track shape
complex mass difficulty
familiar song relation
amusing speaker emotion
bad review evaluation
slim chance intensity
beautiful child appearance
wrong information quality
deep concentration intensity
low supply quantity
continuous row continuity
big expenditure intensity
miniature camera dimension
few woman quantity
uncertain future certainty
free enterprise social
internal organ location
easy job difficulty
somber mood emotion
gruff manner character
intense desire intensity
special permission relation
raw deal manner
puzzling statement manner
drab life manner
nice dress evaluation
ragged line shape
dry paint state
comprehensive education completeness
precious memory evaluation
mute child health
big voice sound
uncertain consequence certainty
empty glass state
wrong paper quality
hot temper emotion
easy way difficulty
easy problem difficulty
fine weave texture
essential feature importance
acid comment emotion
available candidate relation
brusque manner character
torrential rain intensity
clear glass light
unchangeable fact stability
red dress color
fine grain texture
gallant warrior character
near future time
deep cut dimension
mindless violence manner
gluttonous appetite intensity
hot month temperature
perfect reproduction quality
pleasant sensation evaluation
dormant volcano function
sacred calling evaluation
good dress evaluation
impure thought manner
past year time
knotty problem difficulty
tall ship dimension
original music manner
fair deal manner
audible whisper sound
empty seat state
ambitious schedule manner
loud thunder sound
enjoyable company emotion
idyllic life manner
spare figure constitution
coarse sand texture
sharp scissors shape
shallow breathing intensity
little house dimension
evident hostility certainty
broad river dimension
exemplary behavior evaluation
respectable company social
nice manner evaluation
remarkable sight evaluation
permanent secretary duration
short supply quantity
abnormal power intensity
free port social
mighty blow intensity
prominent feature importance
docile pupil character
regular call continuity
total failure intensity
lamentable decision evaluation
hot water temperature
faithful employee character
corrupt government manner
hollow wall shape
staple crop importance
cool room temperature
varied work relation
right side location
cozy room manner
eye-catching poster manner
wide road dimension
fine film texture
same rule relation
complete defeat intensity
cold season temperature
dark purpose manner
difficult time manner
conventional form social
logical mind manner
inadequate staff manner
deep cleft dimension
plain girl appearance
tacit agreement certainty
fair footing manner
implicit criticism certainty
conservative estimate intensity
genuine emotion manner
featured item manner
natural cliff naturalness
true believer quality
deep sigh intensity
bubbly personality character
extraordinary desire intensity
obedient child character
glaring error intensity
rational analysis manner
short hair dimension
nice time evaluation
noticeable lack certainty
ultimate insult intensity
brief statement manner
gloomy day emotion
internal mechanism location
definitive verdict certainty
offensive remark manner
wide margin dimension
abnormal interest relation
critical temperature intensity
serious look manner
different approach relation
heavy fog consistency
idyllic spot manner
ordinary wine relation
meteoric rise speed
hot morning temperature
long-standing habit duration
foreign city relation
complicated problem difficulty
cold logic emotion
constant pain continuity
future historian time
independent mind social
bad light evaluation
serious attempt manner
domestic animal naturalness
continuous fear continuity
similar price relation
lazy pace speed
tough life manner
steadfast ally stability
all-embracing definition completeness
exhaustive study completeness
extraordinary beauty intensity
powerful argument power
powdery snow texture
good secretary evaluation
pronounced flavor certainty
uncertain origin certainty
cheerful nature emotion
sharp criticism intensity
rudimentary plan completeness
deaf audience health
wrong time quality
social animal social
perpendicular height dimension
tiny feet dimension
intelligent solution intelligence
light thing weight
pleasurable excitement evaluation
honorable man character
heavy object weight
monumental scale dimension
nice today evaluation
mild rebuke intensity
infertile couple health
clear air light
few week quantity
grievous offense emotion
tall building dimension
red structure color
grisly murder emotion
careless person character
central cause importance
same species relation
inadequate training manner
devilish scheme manner
middle year time
deep trance intensity
special occasion relation
sensible choice manner
colloquial style social
comfortable salary quantity
spoiled child character
cheerful room emotion
good news evaluation
cold water temperature
elementary problem difficulty
little boy age
thick fog consistency
silvery hair color
longtime leadership duration
clear idea certainty
active antagonism manner
popular girl social
small voice sound
evil influence evaluation
discredited politician social
unconventional dress social
honest opinion manner
ultimate question intensity
phosphorescent glow light
playful child character
unwary reader character
intense emotion intensity
modern furniture time
fair referee manner
terrible handwriting evaluation
bad storm intensity
longstanding problem duration
absolute freedom intensity
bad cut manner
bad luck manner
cordial relation emotion
different meeting relation
reckless driver character
mild criticism intensity
sound approach manner
standard fixture relation
mature cell age
wrong way quality
red robe color
serious matter importance
bad impression evaluation
same color relation
vivid recollection certainty
hollow cheek appearance
extensive damage intensity
exterior paint location
fundamental revolution importance
intense heat intensity
usual time relation
light vehicle weight
simple substance composition
unsuspecting victim manner
exorbitant rent intensity
simple mechanism manner
faultless logic quality
standard width relation
light load weight
brave man character
impotent rage power
good manner evaluation
natural development relation
lurid detail manner
near thing location
appropriate apology quality
standard brand relation
salient trait importance
same age relation
cold room temperature
erect tail dimension
abnormal amount quantity
horizontal surface dimension
light truck weight
healthy child health
abnormal circumstance relation
comprehensive history completeness
sound advice manner
sprightly dance manner
critical stage importance
beautiful country evaluation
heavy part weight
cold climate temperature
powerful government power
worthy fellow evaluation
clean house state
good check evaluation
distant traffic location
healthy baby health
glossy coating surface
glossy photo surface
matt surface surface
rough wall surface
rough floor surface
rough stone surface
shiny aluminum surface
slippery ground surface
slippery stone surface
aromatic scent smell
salty food taste
savory dish taste
spicy food taste
fertile land climate
fertile field climate
stormy season climate
windy summer climate
young woman age
young couple age
young man age
young teacher age
young artist age
young student age
young mother age
young patient age
young member age
trained athlete constitution
intelligent child intelligence
intelligent man intelligence
intelligent woman intelligence
stable currency stability
approximate estimation accuracy
approximate value accuracy
approximate height accuracy
rough approximation accuracy
rough assessment accuracy
rough estimate accuracy
rough guideline accuracy
rough idea accuracy
rough outline accuracy
rough summary accuracy
rough understanding accuracy
rough value accuracy
imprecise language accuracy
precise estimation accuracy
precise evaluation accuracy
precise image accuracy
loud thunder sound
loud bass sound
loud beep sound
loud noise sound
loud voice sound
quiet engine sound
deep bass sound
deep sound sound
low pitch sound
legal method validity
illegal drug validity
illegal fishing validity
illegal detention validity
illegal migration validity
illegal activity validity
illegal hunting validity
illegal arrest validity
illegal substance validity
illegal weapon validity
bald man appearance
bare chest appearance
bearded gentleman appearance
bearded guy appearance
blond boy appearance
blond man appearance
blond woman appearance
blond girl appearance
corpulent man appearance
dark-haired boy appearance
dark-haired girl appearance
dark-haired man appearance
elegant lady appearance
elegant man appearance
naked baby appearance
naked back appearance
naked guy appearance
naked woman appearance
tall boy appearance
tall gentleman appearance
tall girl appearance
tall guy appearance
