adjective noun attribute
elementary problem difficulty
thick fog consistency
silvery hair color
longtime leadership duration
clear idea certainty
active antagonism manner
slight figure constitution
discredited politician social
ultimate question intensity
phosphorescent glow light
playful child character
unwary reader character
intense emotion intensity
modern furniture time
cordial relation emotion
different meeting relation
mild criticism intensity
mature cell age
external pressure location
same color relation
extensive damage intensity
useful job function
cushy job manner
important people importance
large scar dimension
exterior paint location
fundamental revolution importance
dense smoke consistency
intense heat intensity
confusing signal certainty
usual time relation
simple substance composition
simple mechanism manner
faultless logic quality
polluted lake composition
good manner evaluation
natural development relation
common procedure relation
magnetic personality manner
excessive charge intensity
lurid detail manner
salient trait importance
same age relation
loyal subject character
strong medicine function
large family quantity
cold room temperature
erect tail dimension
positive benefit evaluation
abnormal amount quantity
average size dimension
healthy child health
ineffective teacher power
abnormal circumstance relation
comprehensive history completeness
sprightly dance manner
critical stage importance
beautiful country evaluation
cold climate temperature
dull silver light
long distance dimension
worthy fellow evaluation
clean house state
good check evaluation
long game duration
healthy baby health
shiny aluminum surface
slippery ground surface
slippery stone surface
acrid smell smell
floral fragrance smell
sweet flower smell
bitter drink taste
bitter herb taste
bitter food taste
salty food taste
sour fruit taste
sweet honey taste
sweet food taste
sweet cake taste
arid region climate
fertile land climate
fertile field climate
humid area climate
stormy season climate
sunny country climate
sunny island climate
windy summer climate
young woman age
young couple age
young man age
young teacher age
young artist age
young student age
young mother age
young patient age
young member age
delicate creature constitution
strong dog constitution
trained athlete constitution
smart girl intelligence
smart guy intelligence
smart student intelligence
smart book intelligence
stupid people intelligence
strong currency stability
strong dollar stability
weak currency stability
weak dollar stability
weak pound stability
accurate estimation accuracy
accurate evaluation accuracy
approximate estimation accuracy
approximate value accuracy
approximate height accuracy
detailed summary accuracy
exact detail accuracy
tame lion naturalness
wild bee naturalness
wild cat naturalness
wild coast naturalness
wild elephant naturalness
wild forest naturalness
wild fox naturalness
quiet engine sound
shrill sound sound
low pitch sound
legal method validity
illegal drug validity
illegal fishing validity
illegal detention validity
illegal migration validity
illegal activity validity
illegal hunting validity
illegal arrest validity
illegal substance validity
illegal weapon validity
bearded gentleman appearance
bearded guy appearance
blond boy appearance
blond man appearance
blond woman appearance
blond girl appearance
blue-eyed boy appearance
blue-eyed girl appearance
blue-eyed man appearance
corpulent man appearance
elegant lady appearance
elegant man appearance
fat baby appearance
fat belly appearance
fat guy appearance
fat woman appearance
naked baby appearance
naked back appearance
naked guy appearance
naked woman appearance
contaminated soil composition
contaminated blood composition
contaminated air composition
contaminated milk composition
creamy milk consistency
liquid mixture consistency
liquid wax consistency
liquid water consistency
liquid fuel consistency
slimy mud consistency
